Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E25Y150_Cycle81_20251031173233.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E25Y150_Cycle81_20251101011756.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E25Y150_Cycle81_20251101093153.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E100Y75_Cycle81_20251031190108.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E100Y75_Cycle81_20251031234918.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E100Y75_Cycle81_20251101070439.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E25Y150_Cycle51_20251031202946.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E25Y150_Cycle51_20251101024632.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E25Y150_Cycle51_20251101083316.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E100Y75_Cycle51_20251031212821.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E100Y75_Cycle51_20251101060602.raw	C:\Users\msuser\Downloads\Eclipse_QC_HEY_E100Y75_Cycle51_20251101034509.raw
P41277		GPP1		7	5	4.54663e+08	5.41609e+08	5.2308e+08	3.24738e+08	2.59078e+08	2.52142e+08	4.50391e+08	4.83508e+08	4.68577e+08	2.44318e+08	2.35565e+08	2.26425e+08
P41338		ERG10		11	11	8.3771e+07	9.26671e+07	8.74083e+07	4.48233e+07	4.3216e+07	4.30103e+07	8.31788e+07	7.70545e+07	7.88252e+07	3.96526e+07	3.84139e+07	3.77433e+07
P41567		EIF1		3	1	2.1951e+07	2.31817e+07	2.91526e+07	3.16673e+07	3.42102e+07	2.43136e+07	2.20709e+07	2.08825e+07	2.39492e+07	2.43973e+07	2.50734e+07	2.29267e+07
P41805		RPL10		3	3	2.03094e+08	2.08436e+08	1.87409e+08	1.43444e+08	1.56049e+08	1.09219e+08	2.25174e+08	2.4796e+08	2.55635e+08	1.29442e+08	1.16506e+08	1.43061e+08
P41807		VMA13		10	10	5.33519e+07	6.08774e+07	5.09329e+07	2.7207e+07	2.16328e+07	2.20749e+07	5.83928e+07	6.10761e+07	5.28287e+07	2.78501e+07	2.72869e+07	2.7783e+07
P41810		SEC26		6	6	1.86728e+07	2.03665e+07	1.95192e+07	1.15079e+07	1.00621e+07	8.74274e+06	2.16058e+07	2.32293e+07	2.31403e+07	1.1004e+07	1.10102e+07	1.11347e+07
P41811		SEC27		11	11	3.66215e+07	3.52994e+07	3.39043e+07	1.60817e+07	1.69786e+07	1.44523e+07	3.72624e+07	4.05549e+07	3.95519e+07	1.7195e+07	1.68158e+07	1.70826e+07
P41818		GLC8		2	2	6.43793e+06	7.83481e+06	7.698e+06	3.3869e+06	3.17421e+06	3.89446e+06	9.38036e+06	1.00307e+07	7.0968e+06	4.1506e+06	3.51314e+06	3.43688e+06
P41895		TFG1		1	1	2.18561e+06	2.75185e+06	2.10512e+06	610552	411816	273544	3.45507e+06	3.47204e+06	3.59596e+06	685065	880708	678169
P41903		TES1		1	1	1.77292e+06	1.69817e+06	1.83661e+06	1.00757e+06	1.05651e+06	1.00618e+06	2.45215e+06	2.57847e+06	2.75325e+06	1.4215e+06	1.34301e+06	1.77849e+06
P41911		GPD2		3	3	2.3389e+07	2.3122e+07	2.04884e+07	1.49696e+07	1.2876e+07	1.47171e+07	2.49445e+07	2.59271e+07	2.68009e+07	1.14515e+07	1.2632e+07	1.14978e+07
P41920		YRB1		4	4	6.37302e+07	7.47514e+07	7.87937e+07	2.71461e+07	2.30039e+07	2.30936e+07	8.33826e+07	6.80128e+07	7.26997e+07	3.00314e+07	2.82353e+07	2.84868e+07
P41921		GLR1		10	10	6.27997e+07	6.68331e+07	6.10102e+07	3.17356e+07	2.82692e+07	2.96836e+07	5.57204e+07	5.61773e+07	5.62058e+07	2.76705e+07	2.83854e+07	2.76562e+07
P41940		PSA1		10	10	3.43102e+08	3.54496e+08	3.5207e+08	2.55246e+08	2.21023e+08	1.84381e+08	3.32623e+08	3.35938e+08	3.38635e+08	1.83205e+08	1.79593e+08	1.79796e+08
P42126		ECI1		2	2	6.25972e+06	1.34885e+07	1.13505e+07	1.55356e+07	1.60936e+07	1.74054e+07	1.42775e+07	1.49562e+07	1.69301e+07	1.58403e+07	1.61156e+07	1.83137e+07
P42166		TMPO		8	8	3.97482e+07	4.42101e+07	3.72899e+07	4.1263e+07	4.24162e+07	3.9901e+07	3.58528e+07	2.76193e+07	3.14647e+07	3.45692e+07	3.31333e+07	3.21543e+07
P42212		GFP		2	2	6.98526e+07	7.02995e+07	6.32497e+07	7.1901e+07	7.74884e+07	6.7285e+07	1.07562e+08	1.05845e+08	1.06226e+08	9.52942e+07	1.05817e+08	9.55564e+07
P42224		STAT1		1	1	2.98784e+06	3.75954e+06	3.35001e+06	5.00354e+06	4.85548e+06	4.5269e+06	4.54466e+06	4.32725e+06	4.18335e+06	5.14191e+06	4.67567e+06	4.66935e+06
P42285		MTREX		1	1	527098	880837	655610	1.10624e+06	1.74626e+06	1.39464e+06	2.81132e+06	2.56623e+06	2.88984e+06	3.36579e+06	2.81464e+06	3.96015e+06
P42330		AKR1C3		7	4	4.40996e+07	4.70545e+07	3.67653e+07	5.39639e+07	5.18561e+07	4.54039e+07	4.76193e+07	5.06899e+07	4.40124e+07	4.55647e+07	5.17503e+07	5.47154e+07
P42677		RPS27		2	1	5.71858e+07	6.21101e+07	5.84788e+07	6.52917e+07	5.72191e+07	5.8222e+07	6.56879e+07	7.10271e+07	6.7219e+07	6.04244e+07	6.10384e+07	5.6005e+07
P42704		LRPPRC		18	18	1.697e+07	1.80563e+07	1.63331e+07	2.10218e+07	2.15971e+07	2.06931e+07	2.37944e+07	2.4946e+07	2.39172e+07	2.71397e+07	2.81553e+07	2.67492e+07
P42765		ACAA2		6	6	1.7524e+07	1.64224e+07	1.58679e+07	2.02873e+07	2.12172e+07	2.06465e+07	1.49339e+07	1.70185e+07	1.66672e+07	1.72197e+07	1.83565e+07	1.74523e+07
P42766		RPL35		1	1	1.04992e+07	1.15049e+07	7.57323e+06	1.57856e+07	1.70538e+07	1.47531e+07	1.0276e+07	1.23136e+07	1.29921e+07	1.49902e+07	1.55076e+07	1.20011e+07
P42771		CDKN2A		4	3	1.06288e+07	1.04565e+07	1.22529e+07	1.65476e+07	1.39856e+07	1.27222e+07	1.09027e+07	1.2011e+07	1.16444e+07	1.29505e+07	1.21402e+07	1.25603e+07
P42826		XKS1		1	1	4.00174e+06	3.84089e+06	3.43312e+06	787514	1.13652e+06	583187	2.80531e+06	4.01319e+06	3.95535e+06	1.2619e+06	1.1576e+06	1.12481e+06
P42839		VNX1		1	1	554259	1.07844e+06	825566	158186		252878	2.79838e+06	2.20101e+06	2.02847e+06			
P42934		PMT6		1	1	731648	848273	1.4664e+06	364564	392326	918865	2.65187e+06	1.47961e+06	1.66192e+06	1.09421e+06	1.19156e+06	1.3044e+06
P42940		CIR1		2	2	6.32472e+06	5.96447e+06	4.80229e+06	1.85187e+06	638144	2.71791e+06	6.68088e+06	7.70989e+06	8.34542e+06	4.06982e+06	4.17409e+06	3.78077e+06
P42943		CCT7		5	5	2.63281e+07	2.91829e+07	2.41379e+07	1.37833e+07	1.44116e+07	1.21837e+07	2.97852e+07	3.15843e+07	3.28861e+07	1.70107e+07	1.61533e+07	2.08976e+07
P42945		UTP10		1	1	399445	261477	693691				1.84239e+06	1.64646e+06	1.56024e+06	507346		399339
P42949		PAM16		1	1	2.06134e+06	2.31403e+06	1.25793e+06	344209	563922	567252	3.46075e+06	2.2748e+06	2.51225e+06	1.00019e+06	1.15304e+06	867936
P43034		PAFAH1B1		3	3	4.92386e+06	6.48446e+06	5.25668e+06	5.23308e+06	5.18508e+06	5.2139e+06	6.41188e+06	7.15209e+06	6.52543e+06	5.94967e+06	5.14779e+06	5.18199e+06
P43123		QRI1		3	3	1.70522e+06	2.62074e+06	1.94816e+06			1.0419e+06	2.89806e+06	4.02155e+06	3.29853e+06	1.3604e+06	1.45362e+06	2.03281e+06
P43243		MATR3		9	9	2.94149e+07	3.72674e+07	3.19002e+07	4.80674e+07	5.36049e+07	4.63134e+07	2.94567e+07	3.24168e+07	3.36177e+07	3.62686e+07	3.60074e+07	4.21858e+07
P43246		MSH2		3	3	2.35072e+06	2.57395e+06	2.36349e+06	3.50759e+06	4.08624e+06	3.75883e+06	4.38683e+06	3.94661e+06	4.87319e+06	6.37891e+06	5.92956e+06	7.28942e+06
P43307		SSR1		3	3	2.88367e+07	2.73981e+07	2.68103e+07	2.67949e+07	2.7848e+07	3.37904e+07	3.27237e+07	2.74083e+07	2.84291e+07	2.99234e+07	2.91253e+07	3.35817e+07
P43351		RAD52		1	1	4.85971e+07	5.91093e+07	5.16075e+07	2.23281e+07	2.2052e+07	2.36983e+07	5.3954e+07	6.51359e+07	4.5158e+07	2.16564e+07	2.28494e+07	2.15658e+07
P43487		RANBP1		3	3	3.28842e+07	3.88894e+07	4.25885e+07	5.26387e+07	4.41875e+07	3.86039e+07	3.23556e+07	3.34323e+07	3.30381e+07	3.56724e+07	3.49325e+07	3.47367e+07
P43490		NAMPT		5	5	3.23505e+07	3.01564e+07	3.12048e+07	4.76741e+07	4.11998e+07	3.99868e+07	3.05654e+07	3.60436e+07	3.35528e+07	3.47824e+07	3.66503e+07	3.71279e+07
P43555		EMP47		1	1	4.89285e+06	3.57658e+06	5.68875e+06		659498		8.9741e+06	8.25395e+06	5.87645e+06	3.47435e+06	3.31829e+06	3.43085e+06
P43558		OTU1		1	1							870421	762841	718682	345145	367945	
P43563		MOB2		1	1	2.79699e+06	3.57178e+06	3.24944e+06	780075	714225	632962	2.76143e+06	3.63152e+06	2.05213e+06	1.29424e+06	1.27759e+06	1.05248e+06
P43582		WWM1		2	2	6.0735e+07	6.99149e+07	5.87168e+07	2.48046e+07	2.55854e+07	2.23079e+07	4.90721e+07	5.22007e+07	5.70478e+07	2.00199e+07	2.33921e+07	2.28925e+07
P43585		VTC2		4	4	8.53435e+06	1.12949e+07	7.87616e+06	3.968e+06	4.15062e+06	3.90751e+06	1.54978e+07	1.44813e+07	1.10001e+07	5.91093e+06	7.46705e+06	4.77123e+06
P43588		RPN11		2	1	3.50631e+07	3.1898e+07	3.64369e+07	3.55442e+07	2.45024e+07	2.66086e+07	3.58675e+07	3.90771e+07	3.83953e+07	2.4983e+07	2.41263e+07	2.30812e+07
P43590		YFR006W		1	1	2.41173e+06	3.62811e+06	2.60376e+06				3.72435e+06	3.99335e+06	2.48421e+06	1.01302e+06	1.62563e+06	
P43593		UBP6		8	8	1.49832e+07	1.58862e+07	1.49765e+07	8.04349e+06	7.68522e+06	8.66342e+06	1.52091e+07	1.6306e+07	1.428e+07	8.14352e+06	7.73702e+06	8.1212e+06
P43603		LSB3		3	2	2.77831e+07	3.04317e+07	2.71938e+07	1.00116e+07	9.75792e+06	9.7291e+06	2.74101e+07	3.02972e+07	2.23146e+07	1.08791e+07	1.04644e+07	9.14116e+06
P43609		RSC8		2	2	9.04563e+06	1.10745e+07	1.06325e+07	2.71965e+06	3.60938e+06	5.37709e+06	1.66824e+07	1.8761e+07	1.58694e+07	8.69276e+06	7.71056e+06	7.28616e+06
P43616		DUG1		8	8	7.40823e+07	8.36423e+07	8.17478e+07	5.72886e+07	5.07946e+07	4.7394e+07	9.10693e+07	9.69479e+07	9.72701e+07	4.91685e+07	4.79886e+07	5.34631e+07
P43619		BNA6		2	2	2.72505e+06	4.35478e+06	3.36061e+06	1.31601e+06	1.66237e+06	1.05904e+06	8.83823e+06	1.0116e+07	8.50152e+06	3.01884e+06	2.3804e+06	2.65739e+06
P43682		SFT1		1	1							1.06244e+06	1.30515e+06	1.10741e+06	413151	395773	
P43686		PSMC4		4	3	1.04651e+07	1.40935e+07	1.19208e+07	1.73899e+07	1.50094e+07	1.46895e+07	1.6438e+07	1.58467e+07	1.71197e+07	1.68983e+07	1.57412e+07	1.70228e+07
P43897		TSFM		1	1	2.63356e+07	1.94678e+07	2.51366e+07	2.8905e+07	3.48868e+07	2.08455e+07	1.86064e+07	1.66084e+07	1.94559e+07	2.28328e+07	2.19266e+07	2.1682e+07
P45880		VDAC2		8	8	5.95746e+07	7.26029e+07	6.49628e+07	8.25724e+07	8.08525e+07	7.2235e+07	6.14883e+07	6.59143e+07	6.56602e+07	6.91448e+07	7.00654e+07	6.80757e+07
P45973		CBX5		3	3	1.68848e+07	1.43802e+07	1.54397e+07	1.29152e+07	1.25913e+07	1.4333e+07	1.98809e+07	2.36961e+07	2.13617e+07	1.8789e+07	1.99205e+07	1.75534e+07
P45974		USP5		4	4	7.03919e+06	6.40128e+06	7.72627e+06	9.23648e+06	8.74394e+06	9.64872e+06	1.01466e+07	9.31909e+06	9.159e+06	9.93871e+06	9.509e+06	1.0694e+07
P46013		MKI67		2	2	2.7856e+06	3.17268e+06	3.69258e+06	4.23865e+06	5.76272e+06	3.57258e+06	3.57745e+06	3.38514e+06	3.78813e+06	3.57136e+06	3.90724e+06	3.66702e+06
P46060		RANGAP1		3	3	8.79101e+06	8.67786e+06	9.09692e+06	8.81919e+06	8.44368e+06	8.69246e+06	1.07281e+07	1.16998e+07	8.98422e+06	9.77992e+06	9.40487e+06	8.99706e+06
P46063		RECQL		2	2	1.19991e+07	1.26374e+07	1.49656e+07	1.39819e+07	1.45451e+07	1.40413e+07	1.83657e+07	1.37596e+07	1.36213e+07	1.5107e+07	1.45215e+07	1.35442e+07
P46087		NOP2		4	4	1.25888e+07	1.33844e+07	1.26337e+07	1.40924e+07	1.39489e+07	1.31501e+07	1.22107e+07	1.25858e+07	1.16966e+07	1.23937e+07	1.29248e+07	1.22328e+07
P46367		ALD4		15	15	1.34766e+08	1.34115e+08	1.28483e+08	8.32717e+07	7.57962e+07	7.60106e+07	1.25213e+08	1.29901e+08	1.30352e+08	6.80666e+07	6.87563e+07	6.87644e+07
P46379		BAG6		1	1	2.35156e+06	2.29656e+06	1.9937e+06	977144	1.32564e+06	889586	3.02424e+06	3.21746e+06	2.18615e+06	1.47867e+06	1.62132e+06	1.6446e+06
P46654		RPS0B		1	1	3.58054e+07	4.16295e+07	5.33749e+07	3.17818e+07	2.97429e+07	2.87874e+07	4.51018e+07	4.38381e+07	4.62078e+07	2.61802e+07	2.75472e+07	2.72825e+07
P46655		GUS1		19	19	8.57851e+07	9.30024e+07	8.75066e+07	5.5986e+07	5.45017e+07	4.96652e+07	8.39597e+07	9.08025e+07	8.8193e+07	4.65221e+07	4.75363e+07	4.64203e+07
P46672		ARC1		10	10	6.10798e+07	7.16423e+07	7.56388e+07	3.79805e+07	3.60223e+07	3.2696e+07	6.8843e+07	7.00893e+07	6.82036e+07	3.3818e+07	3.31602e+07	3.12251e+07
P46680		AIP1		7	7	3.17919e+07	4.08317e+07	3.36433e+07	1.49088e+07	1.42627e+07	1.2158e+07	3.47592e+07	4.12278e+07	3.39048e+07	1.52195e+07	1.48577e+07	1.49545e+07
P46681		DLD2		1	1		568410	723656				2.28621e+06	2.02529e+06	1.55585e+06	1.35898e+06	709747	1.27849e+06
P46734		MAP2K3		1	1				431675			1.41495e+06	1.17254e+06	1.3969e+06	1.47698e+06	1.39394e+06	1.38988e+06
P46776		RPL27A		3	3	1.06318e+08	1.30756e+08	1.20016e+08	1.04095e+08	1.02706e+08	1.39753e+08	1.03593e+08	9.26282e+07	8.98193e+07	1.10389e+08	1.03391e+08	9.96049e+07
P46777		RPL5		7	7	5.49007e+07	7.20046e+07	6.83195e+07	5.85789e+07	5.62208e+07	5.87571e+07	7.37133e+07	7.92516e+07	8.08954e+07	6.53296e+07	6.08699e+07	6.15318e+07
P46778		RPL21		3	3	6.09872e+07	6.49928e+07	5.56317e+07	5.58636e+07	5.62032e+07	5.63535e+07	6.20785e+07	5.83992e+07	5.88003e+07	4.63836e+07	4.58816e+07	4.55943e+07
P46781		RPS9		5	5	1.16304e+08	1.05389e+08	1.14258e+08	1.58819e+08	1.3692e+08	1.31622e+08	1.1146e+08	9.70011e+07	9.93285e+07	1.10367e+08	1.13053e+08	1.12148e+08
P46782		RPS5		2	2	9.36992e+07	9.94553e+07	8.04716e+07	1.71564e+08	1.76326e+08	1.65581e+08	1.01082e+08	1.10656e+08	1.11668e+08	1.21466e+08	1.19036e+08	1.64106e+08
P46783		RPS10		3	2	9.63548e+07	1.06052e+08	9.25967e+07	1.12225e+08	1.18773e+08	1.28115e+08	1.18146e+08	1.07428e+08	1.03419e+08	1.21626e+08	1.10482e+08	1.13597e+08
P46784		RPS10B		2	0	4.00883e+08	3.1998e+08	2.8916e+08	2.15784e+08	2.39861e+08	1.9855e+08	3.49078e+08	3.39547e+08	3.30997e+08	1.79204e+08	1.7048e+08	1.66114e+08
P46937		YAP1		1	1		986533	1.2033e+06	865040	1.17028e+06	906573	1.64537e+06	1.71005e+06	1.3776e+06	1.52888e+06	1.66012e+06	1.55067e+06
P46940		IQGAP1		34	32	3.14818e+07	3.6924e+07	3.40877e+07	3.89916e+07	3.7736e+07	3.46243e+07	3.62682e+07	3.50121e+07	3.51363e+07	3.76542e+07	3.73174e+07	3.54169e+07
P46956		PHO86		3	3	1.66369e+07	1.79535e+07	1.53954e+07	6.56723e+06	1.18932e+07	8.56106e+06	1.80752e+07	1.93833e+07	1.91308e+07	9.69662e+06	9.42267e+06	9.06396e+06
P46965		SPC1		1	1	9.87492e+06	1.10481e+07	9.68885e+06	3.63405e+06	4.31815e+06	5.89988e+06	1.17097e+07	1.4374e+07	1.35328e+07	8.00457e+06	1.07212e+07	6.58611e+06
P46969		RPE1		1	1	1.19059e+07	1.15746e+07	8.02515e+06	2.53532e+06	3.28524e+06	3.03291e+06	1.02195e+07	1.04275e+07	1.11391e+07	3.58448e+06	4.38965e+06	2.39268e+06
P46971		PMT4		1	1		1.02608e+06					3.36048e+06	3.65312e+06	4.03031e+06	1.55077e+06	1.85772e+06	1.96957e+06
P46977		STT3A		1	1	4.34754e+06	4.62881e+06	4.23644e+06	3.82816e+06	5.16494e+06	5.83344e+06	5.10695e+06	3.62353e+06	3.44653e+06	3.71906e+06	4.26025e+06	4.63438e+06
P46984		GON7		2	2	3.53524e+06	3.92983e+06	3.79683e+06		854266	762684	4.80096e+06	4.93934e+06	4.41866e+06	1.75582e+06	1.7863e+06	1.69433e+06
P46985		MNN11		1	1	3.78261e+06	5.3467e+06	4.06836e+06	2.67401e+06	3.20707e+06	2.01003e+06	5.99324e+06	6.42903e+06	7.37768e+06	3.71775e+06	3.24187e+06	4.61383e+06
P46990		RPL17B		1	1	4.59619e+07	4.60836e+07	4.47161e+07	2.34788e+07	2.07755e+07	1.98113e+07	6.22831e+07	7.33751e+07	6.0368e+07	2.66548e+07	2.53894e+07	2.57208e+07
P46992		TOH1		2	2	1.52157e+07	1.35673e+07	1.60598e+07	4.33557e+06	6.98406e+06	4.31051e+06	1.72168e+07	1.71505e+07	1.75837e+07	6.46213e+06	6.80226e+06	6.85245e+06
P47008		SFH5		1	1	1.02832e+07	1.23578e+07	1.07588e+07				8.50308e+06	8.11248e+06	8.43034e+06	4.96193e+06	3.54821e+06	4.383e+06
P47018		MTC1		1	1							3.37146e+06	3.55102e+06	3.5875e+06	1.91301e+06	1.78688e+06	2.26708e+06
P47039		BNA3		1	1	4.11923e+06	4.12182e+06	3.34501e+06	1.59331e+06			4.0299e+06	6.91954e+06	5.86013e+06	2.50433e+06	1.5645e+06	1.53588e+06
P47044		YJL055W		2	2	1.37093e+07	1.37137e+07	1.46271e+07	5.30541e+06	4.53662e+06	2.80018e+06	1.44595e+07	1.4201e+07	1.56678e+07	6.29486e+06	6.35131e+06	6.70487e+06
P47047		MTR4		1	1	1.06552e+06	775719	713435	237997		127946	1.63717e+06	1.83417e+06	1.79293e+06	668008	434431	550052
P47068		BBC1		9	9	1.33665e+07	1.6629e+07	1.402e+07	6.30001e+06	6.49244e+06	6.04705e+06	1.81449e+07	1.83832e+07	1.64751e+07	7.12858e+06	7.81105e+06	7.66812e+06
P47075		VTC4		7	7	1.97777e+07	2.14319e+07	2.20783e+07	8.48116e+06	8.13495e+06	7.21016e+06	2.59744e+07	2.27538e+07	2.31774e+07	1.01552e+07	1.11876e+07	1.02299e+07
P47079		CCT8		6	6	2.39359e+07	2.18988e+07	2.3433e+07	1.22423e+07	1.38164e+07	9.97653e+06	2.36516e+07	2.42307e+07	2.46074e+07	1.21013e+07	1.17276e+07	1.14212e+07
P47083		MPP10		1	1	462266			761701			1.07853e+06	1.23067e+06	1.16467e+06		755984	566419
P47096		BNA1		2	2	4.14743e+06	4.385e+06	3.05215e+06	2.8689e+06	1.91292e+06	1.93091e+06	7.34241e+06	6.61435e+06	6.1178e+06	4.29574e+06	3.93226e+06	3.64545e+06
P47117		ARP3		6	6	2.86674e+07	3.22762e+07	2.61844e+07	1.23536e+07	1.22503e+07	1.54093e+07	2.84088e+07	2.90296e+07	2.75415e+07	1.51581e+07	1.57546e+07	1.48516e+07
P47119		HAM1		2	2	5.83961e+06	6.9729e+06	4.91116e+06	926472	954904	838565	6.8018e+06	7.25369e+06	6.73799e+06	2.8762e+06	2.36111e+06	2.6724e+06
P47120		LIA1		6	6	3.01954e+07	3.48573e+07	2.98721e+07	1.34065e+07	1.18275e+07	1.34348e+07	3.78301e+07	3.63428e+07	2.91256e+07	1.56465e+07	1.42662e+07	1.32313e+07
P47122		NPA3		1	1	3.65747e+06	3.53628e+06	3.45309e+06	589899	923591	1.19018e+06	4.36621e+06	5.177e+06	3.75538e+06	2.38224e+06	1.47837e+06	1.85609e+06
P47123		MOG1		1	1	3.45193e+06	4.37865e+06	3.0499e+06	875000	349095	811618	3.55525e+06	3.49799e+06	4.9531e+06	1.13509e+06	1.44811e+06	924543
P47131		YJR085C		1	1							1.15795e+06	1.46086e+06	1.2354e+06			
P47135		JSN1		1	1	2.46067e+06	3.95796e+06	3.01045e+06		1.00191e+06	988686	4.64458e+06	4.88392e+06	4.06298e+06	1.30301e+06	1.8914e+06	1.44029e+06
P47143		ADO1		7	7	6.31153e+07	8.25734e+07	7.07004e+07	3.2849e+07	3.6584e+07	3.67682e+07	7.71107e+07	8.90407e+07	8.8517e+07	4.10832e+07	3.95918e+07	4.45293e+07
P47160		ENT3		4	4	1.3681e+07	9.00295e+06	8.85585e+06	6.75881e+06	7.05302e+06	4.27017e+06	7.7385e+06	8.22799e+06	8.68413e+06	4.58019e+06	3.99912e+06	4.07884e+06
P47176		BAT2		3	3	1.97869e+07	1.82058e+07	2.01944e+07	9.90068e+06	7.17686e+06	9.12507e+06	1.84846e+07	2.15394e+07	2.04417e+07	8.57329e+06	1.05654e+07	9.61588e+06
P47712		PLA2G4A		2	2	4.82781e+06	6.16065e+06	5.03429e+06	5.06889e+06	6.22016e+06	5.74704e+06	7.26904e+06	7.84256e+06	8.28383e+06	7.33717e+06	6.89043e+06	6.95126e+06
P47756		CAPZB		6	6	9.06734e+06	1.37672e+07	1.17113e+07	1.5609e+07	1.34984e+07	1.47811e+07	1.49046e+07	1.46818e+07	1.49474e+07	1.62091e+07	1.55793e+07	1.6242e+07
P47813		EIF1AX		2	1	1.97299e+07	3.59332e+07	2.88758e+07	1.89369e+07	2.26514e+07	2.52398e+07	3.96312e+07	4.03448e+07	3.60711e+07	2.79898e+07	2.90524e+07	3.12497e+07
P47897		QARS1		4	4	1.42259e+07	1.81892e+07	1.459e+07	1.4134e+07	1.40212e+07	1.38211e+07	1.35348e+07	1.65461e+07	1.66106e+07	1.45425e+07	1.41583e+07	1.37429e+07
P47912		FAA4		4	4	1.51775e+07	1.39631e+07	1.48384e+07	5.67727e+06	4.65987e+06	3.9672e+06	2.01379e+07	2.32406e+07	2.22807e+07	8.74475e+06	8.35427e+06	8.35301e+06
P47914		RPL29		1	1	1.2708e+08	1.46973e+08	1.21313e+08	1.18666e+08	1.28032e+08	1.23456e+08	1.0869e+08	1.2366e+08	8.57002e+07	1.03156e+08	1.08228e+08	9.53322e+07
P48015		GCV1		5	5	6.64757e+06	8.32834e+06	6.99704e+06	3.50352e+06	3.91897e+06	2.35215e+06	1.00646e+07	1.04437e+07	1.03504e+07	3.99491e+06	4.46615e+06	3.24195e+06
P48047		ATP5PO		7	7	3.50975e+07	3.85489e+07	3.96404e+07	3.91636e+07	4.03915e+07	3.72707e+07	4.29113e+07	4.2382e+07	3.87418e+07	4.10961e+07	4.15944e+07	4.07792e+07
P48164		RPS7B		4	4	1.25599e+08	1.35986e+08	1.49084e+08	8.99691e+07	9.27734e+07	7.30345e+07	1.2588e+08	1.35395e+08	1.34247e+08	7.05639e+07	7.15237e+07	7.03479e+07
P48231		TCB2		1	1	5.75954e+06	6.72978e+06	6.97758e+06	3.53295e+06		4.1567e+06	4.90185e+06	5.42915e+06	6.42493e+06	1.88614e+06	2.67429e+06	3.36847e+06
P48362		HGH1		2	2	2.92788e+06	3.18325e+06	1.76832e+06	2.17754e+06	2.50014e+06		3.3525e+06	3.82743e+06	3.69509e+06	1.61034e+06	1.522e+06	2.62704e+06
P48415		SEC16		3	3	1.4625e+07	1.54437e+07	1.02989e+07	3.16515e+06	3.98941e+06	2.84517e+06	1.37816e+07	1.23323e+07	1.31788e+07	5.09293e+06	5.46744e+06	4.98194e+06
P48444		ARCN1		4	4	5.04725e+06	4.89641e+06	5.20171e+06	6.90986e+06	8.54291e+06	8.58077e+06	8.65909e+06	8.59946e+06	9.57391e+06	1.17003e+07	1.19525e+07	1.14111e+07
P48510		DSK2		3	3	1.24709e+07	1.36427e+07	1.27329e+07	3.10488e+06	4.92524e+06	4.73737e+06	2.26987e+07	2.35003e+07	2.29745e+07	9.52237e+06	8.81367e+06	1.06368e+07
P48570		LYS20		9	3	3.3097e+07	3.41608e+07	3.16809e+07	2.24038e+07	2.08991e+07	2.31058e+07	3.10928e+07	3.2611e+07	3.36603e+07	1.7926e+07	1.84963e+07	2.02374e+07
P48589		RPS12		5	5	3.15357e+08	3.75372e+08	3.26993e+08	1.51713e+08	1.53823e+08	1.47061e+08	2.98362e+08	3.33009e+08	3.24557e+08	1.39182e+08	1.4085e+08	1.27569e+08
P48637		GSS		1	1	3.70438e+06	4.07747e+06	3.14698e+06	3.06338e+06	4.47858e+06	1.56359e+06	8.64756e+06			7.54691e+06		
P48643		CCT5		10	10	1.79675e+07	2.1971e+07	1.96527e+07	2.4573e+07	2.57089e+07	2.50705e+07	3.14374e+07	2.64916e+07	2.62575e+07	2.92008e+07	2.64697e+07	2.81014e+07
P48739		PITPNB		1	1	354081		461345			195500	2.21019e+06	1.55438e+06	1.72627e+06	1.44578e+06	1.9664e+06	2.16397e+06
P48836		VMA10		1	1	1.56916e+08	1.52001e+08	1.44366e+08	7.96338e+07	7.46433e+07	8.35835e+07	1.16422e+08	1.14434e+08	1.10055e+08	6.97834e+07	6.75083e+07	6.6031e+07
P48960		ADGRE5		1	1	1.60866e+06	2.4335e+06	2.09905e+06	3.13942e+06	4.29629e+06	5.07347e+06	3.36702e+06	3.06618e+06	3.36248e+06	6.11163e+06	4.53288e+06	5.2309e+06
P49023		PXN		1	1	1.23168e+06	1.24704e+06	1.5197e+06	1.25409e+06	909430	987919	1.8982e+06	2.24945e+06	1.78168e+06	1.48377e+06	1.83086e+06	1.59883e+06
P49089		ASN1		7	7	5.17747e+07	4.84911e+07	5.40882e+07	2.09686e+07	2.18683e+07	2.17002e+07	5.06836e+07	5.128e+07	5.37429e+07	2.72064e+07	2.68071e+07	2.46704e+07
