Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115025008.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115033552.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115204614.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115221736.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115213154.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115230314.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115174338.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115191457.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115182919.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115200036.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115042134.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115045713.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115002713.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115013840.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115010255.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115021423.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115144058.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115161218.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115152638.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115113819.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115165758.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115130939.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115122357.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115135518.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251114220425.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251114231551.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251114205301.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251114235131.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251114224008.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251114212844.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115100659.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115083541.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251114160714.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251114171857.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115105239.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115092119.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115053257.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251115070419.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251114183015.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115075001.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251115061839.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251114175434.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251114164316.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251114190554.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E25_base_20251114194135.raw	C:\MS_Proteomics\Raw_Files\HEY_Astral\HYE_E100_base_20251114201718.raw
P52871		SBH2		1	1	1.87541e+06	896656	1.68526e+06	1.6003e+06	685203	673148	1.80593e+06	1.79162e+06	644756	848228	1.47288e+06	722078	1.70485e+06	1.63847e+06	794324	860455	1.89132e+06	1.96979e+06	785033	1.92803e+06	1.02336e+06	1.87384e+06	865300	921820	1.75574e+06	1.76276e+06	1.74431e+06	1.01546e+06	960463	899235	1.87719e+06	1.9318e+06	1.83889e+06	1.97083e+06	2.02765e+06	904746	948967	1.96806e+06	1.90285e+06	1.04446e+06	1.65001e+06	910551	781112	851773	1.04719e+06	855386	1.8576e+06	894379
P52888		THOP1		15	15	1.66518e+06	1.76197e+06	1.50843e+06	1.47439e+06	1.49099e+06	1.57113e+06	1.53291e+06	1.5736e+06	1.5639e+06	1.49029e+06	1.79017e+06	1.59357e+06	1.75099e+06	1.67364e+06	1.6633e+06	1.65929e+06	1.54846e+06	1.53854e+06	1.58588e+06	1.60781e+06	1.5897e+06	1.73547e+06	1.56547e+06	1.59008e+06	1.66882e+06	1.62185e+06	1.72665e+06	1.73229e+06	1.72337e+06	1.64644e+06	1.61949e+06	1.61863e+06	1.65739e+06	1.92795e+06	1.79261e+06	1.67844e+06	1.46096e+06	1.64427e+06	1.66755e+06	1.74164e+06	1.8524e+06	1.62488e+06	1.50398e+06	1.741e+06	1.67058e+06	1.74432e+06	1.66024e+06	1.75549e+06
P52891		NUP84		1	1	204707	70222.5	167330	188640	87779	94170.1	167262	167815	87078.9	144458	124754	97005.1	173459	150273	126348	110591	186405	253445	119430	182529	99961.5	243564	84337.8	123308	223672	155402	129227	107413	114503	118929	249040	190767	209978	194989	92696.5	54225.4	88664.4	188765	155733	77609.9	130843	72493.6	88964.3	87410.6	71476.1	64596.7	97529.4	63343.1
P52893		ALT1		7	7	521464	317852	545171	463163	259488	292719	565531	497268	236361	256229	633781	308928	740273	730315	325368	324052	563587	602522	237573	576853	282658	608416	316765	270329	841173	728930	844650	352722	347882	317749	642131	669652	635164	778132	721392	318445	259197	653324	618866	329872	778088	350331	294948	349751	370630	337501	702009	364313
P52907		CAPZA1		8	7	5.57439e+06	6.01238e+06	5.81298e+06	5.98237e+06	5.89326e+06	5.43888e+06	5.10525e+06	5.75921e+06	5.78061e+06	6.16918e+06	5.52226e+06	5.79612e+06	5.89476e+06	5.27122e+06	5.89887e+06	5.88572e+06	5.63308e+06	5.34033e+06	5.53356e+06	5.14831e+06	5.40228e+06	5.63778e+06	5.8054e+06	5.91484e+06	5.54698e+06	5.68017e+06	5.24524e+06	5.66128e+06	5.48739e+06	5.57894e+06	5.46692e+06	5.87323e+06	6.09923e+06	5.80032e+06	5.41973e+06	6.61062e+06	6.68997e+06	6.01263e+06	5.69613e+06	5.95447e+06	6.28034e+06	6.32234e+06	6.04798e+06	5.96874e+06	5.68565e+06	5.94279e+06	5.76841e+06	5.78283e+06
P52910		ACS2		26	25	1.97214e+07	9.56759e+06	1.88625e+07	1.96057e+07	8.93027e+06	8.62816e+06	1.78197e+07	1.78049e+07	8.13189e+06	8.27514e+06	1.88959e+07	9.07543e+06	1.71236e+07	1.6917e+07	8.03326e+06	8.47739e+06	1.83244e+07	1.77496e+07	8.6257e+06	1.76611e+07	8.23968e+06	1.85793e+07	8.98053e+06	8.55738e+06	1.70761e+07	1.75992e+07	1.79233e+07	8.39016e+06	8.38224e+06	8.41488e+06	1.77381e+07	1.82622e+07	1.87684e+07	1.93468e+07	1.86341e+07	9.1225e+06	9.24286e+06	1.82721e+07	1.85908e+07	9.0547e+06	1.84947e+07	9.10423e+06	8.71347e+06	9.14549e+06	8.61972e+06	8.7917e+06	1.90273e+07	8.77331e+06
P52911		EXG2		4	4	235910	104808	271953	274673	103155	86492	300110	260083	126776	168909	298775	114369	215453	268376	140572	145066	282691	279705	110677	257684	127933	210940	92321.3	110917	253367	238625	241816	116095	114282	116533	245046	257973	314321	230343	220291	109866	131251	266602	267366	121076	263015	99837	121670	91635.9	134356	88471.9	217739	123517
P52917		VPS4		8	8	1.46077e+07	8.12761e+06	1.43558e+07	1.44197e+07	6.97602e+06	7.97066e+06	1.60722e+07	1.58909e+07	7.94299e+06	8.60117e+06	1.48862e+07	7.97717e+06	1.59544e+07	1.66335e+07	8.69408e+06	8.65132e+06	1.5845e+07	1.60921e+07	8.27821e+06	1.49964e+07	7.91187e+06	1.66289e+07	8.22477e+06	8.6696e+06	1.4083e+07	1.51333e+07	1.60623e+07	8.81317e+06	7.46697e+06	9.07706e+06	1.48255e+07	1.7227e+07	1.51983e+07	1.69826e+07	1.58487e+07	9.15959e+06	9.54044e+06	1.76985e+07	1.89308e+07	7.87852e+06	1.52074e+07	9.07578e+06	9.14165e+06	8.25375e+06	9.01248e+06	8.6346e+06	1.54565e+07	8.56561e+06
P52918		MSN5		9	9	380870	178966	407527	411870	161714	184976	334757	429398	209504	204990	578092	274042	539853	563082	257702	249302	377370	483852	160570	383517	173548	373967	217285	248828	514792	530544	476431	255260	244388	250300	450442	444691	439568	549598	558716	256949	218782	375634	454015	255223	609912	235994	224091	224587	238473	265949	616960	257567
P52943		CRIP2		5	5	1.48059e+06	1.47738e+06	1.34875e+06	1.5166e+06	1.41455e+06	1.54714e+06	1.29352e+06	1.20005e+06	1.40792e+06	1.51198e+06	1.47908e+06	1.56013e+06	1.55385e+06	1.43128e+06	1.52752e+06	1.51108e+06	1.48635e+06	1.33803e+06	1.67027e+06	1.27109e+06	1.63255e+06	1.49034e+06	1.63285e+06	1.38904e+06	1.43363e+06	1.48456e+06	1.39044e+06	1.63522e+06	1.65552e+06	1.66956e+06	1.45055e+06	1.32032e+06	1.39432e+06	1.38021e+06	1.20425e+06	1.58371e+06	1.29012e+06	1.34801e+06	1.44052e+06	1.52553e+06	1.24407e+06	1.25605e+06	1.29711e+06	1.45834e+06	1.41262e+06	1.60199e+06	1.30951e+06	1.53979e+06
P52948		NUP98		17	17	1.60509e+06	1.66313e+06	1.53643e+06	1.47944e+06	1.70305e+06	1.61606e+06	1.50834e+06	1.70799e+06	1.75225e+06	1.79631e+06	1.59236e+06	1.82137e+06	1.87027e+06	1.72005e+06	1.96166e+06	1.75015e+06	1.69497e+06	1.6686e+06	1.80052e+06	1.81351e+06	1.74976e+06	1.75376e+06	1.8905e+06	1.75527e+06	1.86491e+06	1.84766e+06	1.7392e+06	1.85625e+06	1.85451e+06	1.82802e+06	1.65406e+06	1.55581e+06	1.85661e+06	1.89343e+06	1.63396e+06	1.84788e+06	1.608e+06	1.79205e+06	1.62813e+06	1.80771e+06	1.86207e+06	1.69239e+06	1.92375e+06	1.86877e+06	1.77631e+06	1.67804e+06	1.654e+06	1.78615e+06
P53004		BLVRA		8	8	3.06673e+06	3.12844e+06	2.71821e+06	3.00005e+06	2.81436e+06	3.32662e+06	3.1675e+06	3.14575e+06	3.3336e+06	3.32175e+06	3.17978e+06	3.43438e+06	3.28167e+06	3.05228e+06	3.57301e+06	3.31065e+06	3.11779e+06	3.28174e+06	3.00501e+06	2.99912e+06	3.21246e+06	3.02189e+06	3.00976e+06	3.32631e+06	3.21385e+06	2.9953e+06	3.04486e+06	3.22091e+06	3.40564e+06	3.27937e+06	2.95663e+06	3.48078e+06	3.58755e+06	3.49274e+06	3.80257e+06	3.58254e+06	3.30335e+06	3.0604e+06	3.02542e+06	3.39496e+06	3.35631e+06	3.57551e+06	3.48743e+06	3.71182e+06	3.47399e+06	3.59741e+06	3.22366e+06	3.41202e+06
P53007		SLC25A1		3	3	663072	702642	459738	683304	692880	730709	523923	710320	832936	770166	719011	688868	656856	567248	782920	730550	542849	601527	557667	500618	587244	662776	593783	815438	547273	573642	517862	661195	664439	714601	574078	567348	503191	568708	602968	559455	565478	654346	543508	754800	615410	760049	651904	645307	679216	760612	850572	781655
P53008		CWH41		15	15	1.3944e+06	749077	1.56985e+06	1.59076e+06	705799	658044	1.57344e+06	1.8069e+06	773796	874633	1.78468e+06	831538	1.68899e+06	1.77617e+06	879639	895030	1.55725e+06	1.55244e+06	790311	1.52986e+06	719194	1.46026e+06	807337	693714	1.70231e+06	1.52047e+06	1.65683e+06	814104	773626	791765	1.78837e+06	1.4279e+06	1.48642e+06	1.79431e+06	1.93873e+06	711443	775405	1.59311e+06	1.53241e+06	834909	1.88467e+06	747795	751940	909832	882948	975491	1.69629e+06	894000
P53011		SEH1		5	5	2.6841e+06	1.17915e+06	2.25462e+06	2.18024e+06	794995	991649	2.06688e+06	2.23307e+06	1.15898e+06	1.25185e+06	2.96127e+06	1.00215e+06	2.16891e+06	2.10654e+06	998301	1.20879e+06	2.76001e+06	2.46818e+06	1.29467e+06	2.5667e+06	1.23236e+06	2.36046e+06	1.29276e+06	1.13527e+06	2.79798e+06	2.40547e+06	2.42538e+06	1.12745e+06	1.09696e+06	1.25157e+06	2.6299e+06	2.30364e+06	2.39884e+06	2.12619e+06	2.23745e+06	1.19743e+06	928963	2.39316e+06	2.58716e+06	1.20827e+06	2.34435e+06	957465	1.19302e+06	869091	1.12652e+06	1.21585e+06	2.20915e+06	1.18902e+06
P53040		TAF6		4	4	723435	370299	750811	741091	539533	370877	473315	565648	210559	294786	826724	484344	661010	718608	348712	267277	543136	701020	246860	615509	325354	536134	337084	274479	648858	794644	789890	400997	443789	312116	679475	638654	785413	649784	613244	329898	255428	610816	664540	381154	735273	420135	455419	334850	225430	445275	722045	394856
P53041		PPP5C		7	7	405110	419899	429420	356050	407599	459806	389194	446940	463662	464292	420454	455376	400818	379732	463539	465230	402050	400003	440180	428426	458018	449117	463357	481472	440614	406912	501735	443783	485731	495038	485549	449235	508944	539493	500614	486139	505565	430261	396384	497524	442732	486072	487736	490478	560737	506836	488569	495803
P53043		PPT1		1	1	264669	153790	273503	195641	76217.2	123917	243147	406000	104675	142225	261969	102311	358573	231454	197587	197199	200001	278180	128548	305178		282022	69679.5	169953	344927	307294	276029	63878.4	106203	92703.9	473045	343502	520974	364410	436874	216954	189824	550333	289417	164451	557552	154085	271118	182316	180992	189524	352753	257227
P53044		UFD1		6	6	1.38455e+06	592262	1.38973e+06	1.4883e+06	542213	584011	1.44448e+06	1.52942e+06	664685	642776	1.20216e+06	584010	1.47943e+06	1.40724e+06	727813	731686	1.46725e+06	1.44176e+06	648890	1.49099e+06	699836	1.42199e+06	680804	726554	1.40078e+06	1.38144e+06	1.5144e+06	682031	703138	640981	1.27095e+06	1.31043e+06	1.30108e+06	1.30508e+06	1.41118e+06	620052	612834	1.29476e+06	1.25302e+06	546914	1.44288e+06	633209	642384	701243	672215	630646	1.40112e+06	680626
P53045		ERG25		2	2	169626	75221.1	242701	214067	93820.3	95489.4	238281	304620	110807	80185.9	208446	87339	256553	231035	124371	137844	276716	273070	86444.8	205361	101477	220213	87503.8	111970	192625	261524	245684	107544	111423	121016	327123	227315	261861	214476	287571	86254.2	94337.6	292367	238470	117849	255057	58357.8	92017.6	107680	136939	96524	246478	109100
P53063		RAI1		2	2	335782	173943	408594	338702	219797	144021	386454	321284	246232	321190	469324	228000	426058	414912	228159	199870	479769	433173	107647	349671	217405	452129	207349	181334	439856	377035	467957	180155	239986	192431	424919	346359	380829	375215	369654	243312	245823	413205	375474	220972	335461	237710	164962	244571	254391	204089	440908	196812
P53064		RTF1		4	4	835335	410302	694798	538759	419984	375133	684000	736120	387367	343693	736134	405066	694775	710342	367838	348462	689330	592972	391840	616080	383495	602488	370343	445502	650428	774528	913035	386004	445353	361477	899301	714525	824748	698811	824967	454902	450584	793102	794562	450248	733921	437107	369515	456455	455899	325306	758989	340291
P53066		YGL242C		5	5	3.04703e+06	1.3657e+06	2.41634e+06	2.85271e+06	1.31863e+06	1.15155e+06	2.89271e+06	3.13492e+06	1.38354e+06	1.52449e+06	3.42601e+06	1.65225e+06	3.56816e+06	3.52325e+06	1.60052e+06	1.73146e+06	2.82316e+06	2.93105e+06	1.48592e+06	2.41494e+06	1.3687e+06	2.71499e+06	1.53428e+06	1.35962e+06	3.39032e+06	3.24165e+06	3.24352e+06	1.47304e+06	1.4635e+06	1.54153e+06	3.0646e+06	2.84176e+06	2.71152e+06	3.21182e+06	2.85172e+06	1.48777e+06	1.36094e+06	2.71749e+06	2.8682e+06	1.4934e+06	3.03604e+06	1.31329e+06	1.38883e+06	1.40471e+06	1.32639e+06	1.39384e+06	2.79635e+06	1.33204e+06
P53072		TAN1		6	6	512775	193896	486542	383363	232757	217673	490279	438225	240934	203242	523013	184313	477666	512958	208543	241065	415255	423633	229661	449109	189094	420571	254300	222864	463023	444157	504357	213142	211072	226862	541336	548209	468713	657402	571038	252252	240486	492947	521754	284132	523926	166765	218014	228793	292930	228508	557604	281575
P53073		EMC4		4	4	559257	235950	578287	554294	222644	227495	515805	485714	197484	215019	502337	240082	531602	516173	224245	214831	520460	548103	205355	509058	232624	453740	196969	204341	517981	518191	479485	225273	208983	213084	524134	544256	549605	537860	544363	229092	219771	548634	537635	217738	515673	208989	216066	200543	197194	230935	535524	227546
P53075		SHE10		10	10	2.92994e+06	1.5236e+06	2.98261e+06	3.0857e+06	1.36495e+06	1.32181e+06	2.66714e+06	2.61109e+06	1.24523e+06	1.27757e+06	2.74012e+06	1.29374e+06	2.68041e+06	2.39462e+06	1.25264e+06	1.40702e+06	2.59727e+06	2.77248e+06	1.16952e+06	2.46624e+06	1.19225e+06	2.43304e+06	1.27284e+06	1.32057e+06	2.66481e+06	2.63433e+06	2.34536e+06	1.29326e+06	1.33606e+06	1.27442e+06	2.8137e+06	2.78973e+06	3.02159e+06	2.89587e+06	2.94589e+06	1.50983e+06	1.38477e+06	2.76024e+06	2.84856e+06	1.43155e+06	2.67366e+06	1.37992e+06	1.31427e+06	1.35613e+06	1.46706e+06	1.41299e+06	2.99585e+06	1.38207e+06
P53076		VID30		4	4	467917	265754	559702	509602	222342	190912	421741	426918	185446	293079	658371	265461	551826	484017	214825	270551	419949	405043	206915	344669	278775	450752	238761	258291	425567	526991	411829	223466	225178	234732	510039	466112	543508	589074	564963	308660	296280	553744	526712	275659	534092	258133	317170	301186	327994	266158	573390	276761
P53081		NIF3		11	11	4.21281e+06	1.7904e+06	4.09953e+06	4.06472e+06	1.76279e+06	1.74523e+06	3.88645e+06	4.1246e+06	1.83273e+06	1.8133e+06	4.10136e+06	1.88066e+06	4.14912e+06	3.88244e+06	1.82551e+06	1.7818e+06	3.68038e+06	3.8478e+06	1.86953e+06	3.99884e+06	1.79738e+06	3.90543e+06	1.94477e+06	1.7862e+06	4.00476e+06	3.97152e+06	4.05411e+06	1.77139e+06	1.92897e+06	1.91593e+06	4.04105e+06	3.99741e+06	3.97626e+06	3.82363e+06	4.10742e+06	1.99071e+06	1.90028e+06	4.02088e+06	3.92267e+06	1.83275e+06	4.11882e+06	1.86829e+06	1.99883e+06	1.76976e+06	1.96497e+06	1.79051e+06	3.8598e+06	1.84018e+06
P53090		ARO8		18	18	1.00792e+07	5.57686e+06	1.05109e+07	1.06459e+07	5.18857e+06	5.62348e+06	1.01434e+07	1.00871e+07	5.11159e+06	5.27028e+06	9.78475e+06	5.2664e+06	9.37634e+06	8.99069e+06	4.73485e+06	4.8672e+06	1.03634e+07	9.59677e+06	5.23243e+06	8.98831e+06	4.99101e+06	9.92998e+06	5.24815e+06	5.47485e+06	9.28688e+06	9.12043e+06	9.49163e+06	4.71205e+06	4.75073e+06	4.77731e+06	9.96837e+06	1.0465e+07	9.45946e+06	9.73693e+06	9.7124e+06	5.5114e+06	5.42806e+06	9.52136e+06	1.01098e+07	4.82095e+06	9.62992e+06	5.16596e+06	5.52751e+06	4.98568e+06	4.83102e+06	4.88312e+06	9.19359e+06	4.96109e+06
P53091		MCM6		2	2	146889	60714.4	116654	116529	50482.2	76727.2	124254	230788	66847.5	74696.4	159065	56429.1	183122	130501	67677.3	99014.6	156406	174162	89176.2	195910	80229.6	133042	61758.2	82612	179900	205021	187250	93858.2	109505	77678	172278	162872	194820	248600	163956	80632.2	63466.6	145127	149265	72750	131912	68794.4	45556.4	94299.7	47907.9	76228	187395	55839
P53093		YIP4		1	1	599935	397863	951177	879745	475116	390805	819392	815134	385007	446829	751348	428563	905848	1.03669e+06	427298	450254	502986	553221	272719	566942	200346	590705	298119	239408	433270	470459	394144	284938	300510	345634	833955	854684	877854	703540	832782	370795	478232	876125	850411	373763	816357	397582	432050	357944	339516	376667	901609	438245
P53100		YGL185C		2	2	3.22111e+06	1.10203e+06	2.0413e+06	4.33502e+06	2.3716e+06	2.05626e+06	3.94372e+06	3.98898e+06	3.7069e+06	2.26622e+06	2.6462e+06	2.43547e+06	4.23101e+06	4.07184e+06		1.85851e+06	3.31124e+06	2.85881e+06	2.04849e+06	4.15478e+06	1.41277e+06	1.96326e+06	1.52013e+06	1.67471e+06	2.97854e+06	2.56484e+06	4.39994e+06	2.18287e+06	1.42755e+06		5.89915e+06	5.06897e+06	5.10892e+06	5.1588e+06	4.84695e+06	3.28442e+06	2.21532e+06	4.9609e+06	4.05905e+06	2.4995e+06	4.11232e+06	1.22954e+06	1.65991e+06	2.04813e+06		2.56743e+06	4.47524e+06	3.30908e+06
P53107		YRB30		1	1	121154	34347.8	87631.8	92881.2	29648	54190.1	75407.6	101496	72571.6	46760.1	117662	67837.1	109867	62999.1	56123.2	52770.1	93852.7	103269	37444.2	106976	39696.9	76191.8	63171.1	61108.1	117583	109223	118554	52192.8	30401.9	46546.3	125218	68181.4	167844	132283	83612.3	64857.5	55889.8	78466.5	110474	52878.7	125785	66846.2	24540.6	49612.4	60097.7	66597.3	152118	60095.3
P53109		AIM14		1	1	203854	63403.2	130010	156394		40869.7	114363	146756	101457		122065	72969.8	203965	134424	60403.2	55660.2	189034	94743	66666.6	150481	76247.6	159603	64810	96492.4	197445	218319	199401	46721.3	64890.4	80359.9	132621	161274	159914	205561	249070	84703.8	88522.2	227144	147509	72877.9	242531	101143	185907	216106		106757	228860	133225
P53111		ARI1		12	12	5.54757e+06	2.44594e+06	5.39712e+06	5.28611e+06	2.44448e+06	2.41346e+06	5.58718e+06	5.88426e+06	2.69507e+06	2.77308e+06	5.64535e+06	2.62829e+06	5.65006e+06	5.56781e+06	2.69337e+06	2.68279e+06	5.72801e+06	5.38882e+06	2.49284e+06	5.51435e+06	2.59393e+06	5.90289e+06	2.65172e+06	2.50599e+06	5.58563e+06	5.4442e+06	5.4212e+06	2.60893e+06	2.66861e+06	2.67991e+06	5.09386e+06	5.46611e+06	5.51306e+06	5.73854e+06	5.59001e+06	2.71393e+06	2.71644e+06	5.42508e+06	5.7314e+06	2.54518e+06	5.69234e+06	2.51146e+06	2.77349e+06	2.60684e+06	2.76611e+06	2.58802e+06	5.60952e+06	2.71216e+06
P53112		PEX14		3	3	3.61335e+06	1.83986e+06	2.62248e+06	3.80652e+06	1.22962e+06	1.69847e+06	2.42794e+06	2.47323e+06	1.31534e+06	1.34495e+06	3.23885e+06	1.68886e+06	2.26407e+06	2.8563e+06	1.47009e+06	1.86408e+06	2.19307e+06	2.76025e+06	1.65053e+06	3.04684e+06	1.59717e+06	2.16055e+06	1.79372e+06	821042	2.87259e+06	3.13036e+06	3.66962e+06	1.67918e+06	1.82367e+06	1.84812e+06	3.48263e+06	2.45523e+06	2.03596e+06	3.0839e+06	2.90337e+06	1.21056e+06	1.28649e+06	2.63483e+06	2.8103e+06	1.64305e+06	2.76065e+06	1.44527e+06	1.0546e+06	1.61953e+06	1.47849e+06	1.62651e+06	2.65775e+06	1.47278e+06
P53114		NUT1		2	2	430398	191174	460045	384325	351159	196584	436322	531420	164679	191343	213583	267964	468279	388382	170619	255203	336427	405922	218990	531152	277664	581528	323972	315482	584260	510605	416749	304626	280117	258169	477776	397592	423256	371335	364884	293167	248080	396794	424965	175296	362089	242181	213037	172003	297480	306783	488814	302758
P53128		MET13		2	2	249912	117153	215890	263285	120061	138331	301355	294626	157694	125149	311992	153954	382331	350386	206933	134269	156960	265757	79693.2	202218	157377	279955	95560.2	97774.7	277044	352948	298744	151729	148952	152999	340348	255618	244268	417618	433199	121700	192676	299185	214747	126566	373445	113520	121405	197434	128734	172238	338426	187945
P53131		PRP43		10	10	1.13311e+06	570709	1.02712e+06	1.20448e+06	532610	490799	1.14312e+06	1.19867e+06	587565	563695	1.0856e+06	597950	1.27954e+06	1.19826e+06	593045	564305	1.27549e+06	1.26113e+06	542023	1.26322e+06	568718	1.17952e+06	582198	548848	1.1513e+06	1.24994e+06	1.16829e+06	584723	612223	620413	1.28719e+06	1.2597e+06	1.38126e+06	1.16121e+06	1.34903e+06	677385	602121	1.30424e+06	1.20211e+06	601802	1.26951e+06	574549	582757	626842	645465	639732	1.23218e+06	596274
P53136		NSA1		3	3	974716	497104	1.07857e+06	1.33582e+06	419310	513022	1.21894e+06	1.24696e+06	641955	659945	1.04635e+06	403478	1.06782e+06	895081	616670	674060	1.06318e+06	789150	347806	819383	455002	811634	348967	543136	759408	841775	861088	464713	391230	533040	1.14247e+06	1.0168e+06	1.32983e+06	1.31342e+06	1.18367e+06	924708	697315	1.20587e+06	1.27211e+06	609853	1.1269e+06	678782	751866	853643	641255	644946	1.09949e+06	633160
P53140		RMD9		2	2	270770	109374	175089	244473	112710	113926	185305	233204		62974.5	238213	175685	160947	211319	70419.1	101602	189128	134469	102354	109105		204651	78725.1	82375.2	148258	163271	196808	99410.6	131726	70242.7	195928	170520	266135	251564	231836	71487.4	135273	199659	231282	69931.8	242801	162868	121034	124660	78098.7	98576.2	238630	176219
P53141		MLC1		6	6	1.08531e+07	5.85288e+06	1.1472e+07	1.18499e+07	6.41931e+06	6.13904e+06	1.01316e+07	1.05083e+07	5.19535e+06	5.667e+06	1.10085e+07	6.18217e+06	1.02537e+07	1.03185e+07	5.99044e+06	5.76832e+06	1.01319e+07	1.02536e+07	4.88159e+06	1.03729e+07	5.56346e+06	9.97963e+06	5.3059e+06	5.03889e+06	9.99474e+06	9.92715e+06	9.37162e+06	5.49951e+06	5.49494e+06	5.44869e+06	1.11312e+07	1.19038e+07	1.15899e+07	1.08006e+07	1.0759e+07	6.32726e+06	5.98962e+06	1.16776e+07	1.11574e+07	6.36676e+06	1.054e+07	6.03843e+06	6.14474e+06	5.82891e+06	5.73479e+06	5.75668e+06	1.06348e+07	5.8747e+06
P53145		LSG1		8	8	1.03686e+06	607186	1.01182e+06	996737	496233	473601	833012	923557	435139	512764	1.10147e+06	406130	842139	756902	384443	458581	956619	1.03975e+06	537855	1.02554e+06	513340	1.13368e+06	519341	476137	934678	916996	881113	492483	514818	483070	943383	1.0615e+06	977216	758043	795742	522572	496799	1.01728e+06	1.11197e+06	431145	757797	501592	598375	447179	501746	508881	817454	484649
P53152		MMS2		1	1	822723	201268	617022	785564	185875	172723	474730	929242	262669	114219	1.02699e+06	274190	1.05659e+06	1.26587e+06	374906	339750	1.0055e+06	1.16406e+06	286852	1.03661e+06	263347	1.16e+06	357976	366637	1.40557e+06	1.22671e+06	1.10788e+06	251367	439478	392036	525645	985074	1.08939e+06	1.2019e+06	1.33439e+06	287312	309694	1.08931e+06	1.03161e+06	379455	1.16147e+06	225996	325352	344027	347109	329596	1.25981e+06	350816
P53154		GUP1		4	4	521839	226596	595086	565497	329038	238248	587242	614136	260535	251238	609610	263869	608237	567956	208711	275305	653369	536983	255682	582966	231991	651855	321829	315118	522819	573789	560333	259070	278891	277000	599915	445648	452317	576981	520119	320988	303148	533734	540462	283660	530664	237236	282913	230831	245672	264808	505199	278306
